Nest | ---,(o) <DM> (e) | mag,<Dist> | Mpc,Abell | ---,GName | ---,Npv | ---,PGC1 | ---,GLON GLAT | deg deg,SGLON | deg,SGLAT | deg,logLKs | [Lsun],CF | ---,sigP | km/s,R2t | Mpc,<HV> | km/s,<Vgsr> | km/s,<Vls> | km/s,<Vcmb> | km/s,<Vcmba> | km/s,sigma | km/s,Mvir | TMsun,Mlum | TMsun,LDC | ---,HDC | ---,2M++ | ---,MK2011 | ---,Icnt | ---
204611,1 35.65 0.50,134.9,,,1,90028,235.38 -25.80,249.3245,-69.1092,12.13,7.19,347,0.941,14571,14376,14353,14645,15207,0,0,83.2,0,0,3619,0,0
206625,1 35.65 0.50,134.9,,,1,72981,92.48 -62.24,289.816,13.254,11.57,2.28,212,0.575,9376,9486,9531,9017,9231,0,0,18.933,0,0,0,0,0
204932,1 35.65 0.50,134.9,,,1,63666,20.28 -21.00,226.474,51.8759,12,4,309,0.84,11765,11853,11848,11564,11916,0,0,59.067,0,0,0,0,0
206153,1 35.65 0.50,134.9,,,1,61450,346.17 -12.79,197.6701,26.1712,11.67,3.73,231,0.628,11545,11495,11448,11517,11866,0,0,24.667,0,0,4435,0,0
109459,1 35.65 0.50,134.9,,,1,42331,198.74 87.23,88.6725,3.8908,11.15,1.6,146,0.396,6661,6664,6649,6942,7070,0,0,6.213,0,0,0,0,2493
205436,1 35.65 0.50,134.9,,,1,16793,288.23 -32.32,213.3332,-27.7799,11.84,5.47,269,0.729,13443,13241,13186,13486,13962,0,0,38.667,0,0,0,0,0
100747,1 35.65 0.40,134.9,,,4,22129,162.44 30.73,35.1354,-17.8022,11.95,1.71,295,0.803,7351,7411,7450,7449,7595,103,0,51.467,534,0,0,0,0
201520,1 35.65 0.40,134.9,,,2,67886,24.36 -52.47,254.353,28.0315,11.84,2.65,269,0.729,9936,9999,10007,9640,9884,386,0,38.667,0,0,0,0,0
102860,1 35.65 0.40,134.9,,,2,60180,34.72 25.15,121.3592,67.615,12.01,2.23,313,0.849,9156,9297,9297,9128,9347,26,0,61.2,0,0,0,0,0
103069,1 35.65 0.40,134.9,,,2,34620,282.61 22.98,149.4884,-28.6056,11.76,2.63,249,0.677,9769,9549,9476,10093,10360,9,0,30.933,0,0,1609,0,0
0,1 35.65 0.40,134.9,,,1,73199,108.74 -35.44,319.1082,18.918,0,0,0,0,10406,10593,10662,10063,10329,0,0,0,0,0,0,0,0
0,1 35.65 0.40,134.9,,,1,64247,352.56 -32.86,220.7972,24.927,0,0,0,0,7756,7734,7704,7612,7764,0,0,0,0,0,0,0,0
0,1 35.65 0.40,134.9,,,1,27371,219.13 42.92,82.1042,-40.1943,0,0,0,0,8576,8459,8439,8892,9101,0,0,0,0,0,0,0,0
0,1 35.65 0.40,134.9,,,1,25362,215.66 34.71,75.7067,-47.5043,0,0,0,0,8761,8637,8622,9053,9269,0,0,0,0,0,0,0,0
0,1 35.65 0.40,134.9,,,1,7402,255.06 -72.30,261.2419,-21.8698,0,0,0,0,11114,11032,11031,10924,11238,0,0,0,0,0,0,0,0
202716,1 35.64 0.50,134.3,,,2,3083038,40.33 -31.64,260.3698,51.4507,11.55,2.05,208,0.564,8340,8482,8502,8043,8213,29,0,17.867,0,0,0,0,0
202833,1 35.64 0.50,134.3,,,2,66051,8.30 -41.39,236.7609,30.4103,12.39,3.78,436,1.184,11604,11634,11624,11375,11715,18,0,165.333,0,0,0,0,0
205638,1 35.64 0.50,134.3,,,1,4076545,255.18 -16.56,203.0234,-60.9336,11.79,4.48,257,0.697,12772,12535,12487,12927,13365,0,0,33.867,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,3971377,44.23 -62.04,268.4172,21.5963,0,0,0,0,15307,15386,15409,14974,15561,0,0,0,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,3702112,274.91 -31.92,216.452,-38.8816,0,0,0,0,11060,10845,10794,11120,11445,0,0,0,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,907158,272.86 41.73,126.4986,-26.5346,0,0,0,0,8202,8020,7959,8568,8762,0,0,0,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,906063,25.74 -21.78,233.5822,54.7974,0,0,0,0,10965,11073,11074,10742,11046,0,0,0,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,820368,353.63 19.89,159.9342,36.1715,0,0,0,0,9924,9911,9864,10020,10285,0,0,0,0,0,0,0,0
208642,1 35.64 0.50,134.3,,,1,464267,264.88 -10.72,189.4084,-52.6706,11.2,1.94,153,0.415,8322,8074,8016,8513,8704,0,0,7.093,0,0,0,0,0
104307,1 35.64 0.50,134.3,,,1,462975,312.61 10.94,168.5786,-3.4481,12.47,9.97,467,1.269,15172,14999,14924,15385,16005,0,0,204,0,0,0,0,0
206314,1 35.64 0.50,134.3,,,1,300933,328.59 -34.17,215.366,5.6333,11.64,3.86,225,0.612,11708,11604,11557,11641,11997,0,0,22.8,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,222607,306.19 -33.89,213.3776,-12.7882,0,0,0,0,11289,11122,11068,11287,11622,0,0,0,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,164785,332.52 -66.03,246.9103,0.2855,0,0,0,0,8873,8823,8812,8657,8855,0,0,0,0,0,0,0,0
209531,1 35.64 0.50,134.3,,,1,163427,314.95 -36.07,215.7487,-5.6696,11.03,1.76,131,0.356,7409,7267,7217,7372,7516,0,0,4.52,0,0,0,0,0
105039,1 35.64 0.50,134.3,,,1,154254,267.26 11.45,155.9782,-46.5213,12.11,5.21,342,0.929,12949,12704,12638,13246,13706,0,0,80,0,0,0,0,0
105602,1 35.64 0.50,134.3,,,1,153984,259.00 13.99,146.9421,-52.6141,11.93,4.81,290,0.788,12622,12383,12323,12928,13366,0,0,48.8,0,0,0,0,0
206049,1 35.64 0.50,134.3,,,1,149149,238.60 -14.30,216.7325,-76.3773,11.69,4.06,235,0.639,12496,12281,12249,12644,13063,0,0,26,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,148386,270.19 -28.90,214.5427,-43.7495,0,0,0,0,8911,8688,8637,8992,9205,0,0,0,0,0,0,0,0
0,1 35.64 0.50,134.3,,,1,128988,341.86 -47.17,230.8508,11.5,0,0,0,0,7631,7580,7553,7464,7611,0,0,0,0,0,3937,0,0
205923,1 35.64 0.50,134.3,,,1,101152,202.97 -71.42,278.231,-23.1302,11.72,3.22,242,0.656,11428,11387,11404,11204,11533,0,0,28.133,0,0,0,0,0
207327,1 35.64 0.50,134.3,,,1,18519,231.31 -19.67,254.3558,-76.1135,11.43,2.08,187,0.508,9034,8841,8819,9136,9356,0,0,13.04,0,0,0,0,0
205197,1 35.64 0.50,134.3,,,1,13217,228.64 -54.38,269.0031,-41.9285,11.91,3.35,286,0.776,11473,11353,11351,11365,11705,0,0,46.533,0,0,0,0,0
200253,1 35.64 0.40,134.3,,,7,18514,254.97 -26.62,220.8459,-56.8044,12.35,2.11,421,1.144,8951,8728,8686,9044,9259,243,40.933,149.333,426,385,4037,0,0
201158,1 35.64 0.40,134.3,,,3,4116,129.29 -48.41,311.0929,0.5931,12.31,3.2,407,1.105,11401,11520,11580,11078,11400,130,0,134.667,0,0,0,0,0
102448,1 35.64 0.40,134.3,,,2,58749,55.40 40.76,79.4164,54.8244,11.89,2.3,281,0.763,9300,9466,9481,9316,9544,71,0,44.133,0,0,0,0,0
101816,1 35.64 0.40,134.3,,,2,48160,316.62 37.60,142.5122,3.2564,11.72,2.39,240,0.653,9246,9121,9054,9535,9773,192,0,27.733,0,0,2042,0,0
202183,1 35.64 0.40,134.3,,,2,10781,162.38 -40.29,318.7071,-23.0606,11.65,1.65,227,0.616,7626,7672,7724,7409,7553,0,0,23.333,0,0,0,0,2092
208753,1 35.64 0.40,134.3,,,1,68694,23.80 -57.07,256.2608,23.7555,11.18,1.97,150,0.407,8135,8189,8198,7836,7998,0,0,6.733,0,0,0,0,0
0,1 35.64 0.40,134.3,,,1,67560,353.87 -50.34,237.5478,17.0125,0,0,0,0,9103,9087,9071,8891,9099,0,0,0,0,0,0,0,0
0,1 35.64 0.40,134.3,,,1,2942,303.51 -74.06,254.3016,-9.8594,0,0,0,0,6933,6870,6864,6719,6839,0,0,0,0,0,0,0,0
0,1 35.64 0.40,134.3,,,1,1295,312.64 -62.01,241.8313,-7.7994,0,0,0,0,8952,8862,8841,8784,8988,0,0,0,0,0,0,0,0
0,1 35.64 0.40,134.3,,,1,145,25.54 -79.00,265.9224,3.8952,0,0,0,0,9723,9738,9752,9427,9661,0,0,0,0,0,0,0,0
0,1 35.64 0.20,134.3,,,1,3749730,247.71 34.81,113.6345,-44.6095,0,0,0,0,8694,8504,8457,9047,9262,0,0,0,0,0,0,0,0
0,1 35.64 0.20,134.3,,,1,4861,136.60 -57.29,302.8451,-4.8995,0,0,0,0,10198,10281,10333,9884,10141,0,0,0,0,0,0,0,0
206432,1 35.64 0.17,134.3,,,1,66880,66.75 -26.33,299.118,52.328,11.61,2.09,219,0.596,8614,8821,8869,8280,8461,0,0,21.067,0,0,0,0,0
201537,1 35.63 0.50,133.7,,,2,144098,160.93 -76.99,282.1548,-11.3444,12.28,4.28,396,1.075,12645,12654,12682,12363,12764,355,0,123.867,0,0,0,0,0
202133,1 35.63 0.50,133.7,,,2,88454,242.13 -25.82,235.7715,-65.9383,12.22,4.92,375,1.019,13250,13043,13012,13336,13803,106,0,105.6,0,0,0,0,0
201584,1 35.63 0.50,133.7,,,2,17506,270.64 -32.46,218.8509,-42.0463,12.42,7.99,448,1.217,14744,14528,14481,14802,15379,308,0,180,0,0,0,0,0
108890,1 35.63 0.50,133.7,,,1,4076038,272.29 14.28,154.8867,-40.9055,11.27,2.36,162,0.441,9177,8936,8867,9482,9719,0,0,8.56,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,3680827,283.58 -36.67,219.2419,-30.6024,0,0,0,0,14168,13970,13921,14190,14717,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,3255674,243.23 37.78,107.3203,-43.4893,0,0,0,0,14878,14701,14659,15230,15837,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,3082330,312.87 18.43,161.1781,-2.2465,0,0,0,0,7777,7612,7537,8019,8189,0,0,0,0,0,0,0,0
109258,1 35.63 0.50,133.7,,,1,3081500,247.47 13.94,134.4761,-61.5693,11.2,1.71,152,0.415,7150,6923,6874,7446,7593,0,0,7.08,0,0,0,0,0
107349,1 35.63 0.50,133.7,,,1,914732,301.65 47.69,130.6378,-5.7294,11.53,2.84,204,0.553,10185,10050,9988,10522,10813,0,0,16.933,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,914096,138.28 -77.69,282.384,-6.3679,0,0,0,0,15884,15911,15941,15583,16218,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,887195,319.44 44.09,136.1882,5.8738,0,0,0,0,11022,10916,10854,11316,11652,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,804081,223.82 -33.79,276.3618,-62.3339,0,0,0,0,10829,10674,10667,10832,11140,0,0,0,0,0,3542,0,2223
206768,1 35.63 0.50,133.7,,,1,726725,226.73 -54.70,270.4978,-41.6195,11.54,3.26,206,0.56,11501,11385,11384,11388,11729,0,0,17.467,0,0,0,0,0
206701,1 35.63 0.50,133.7,,,1,662878,7.81 -32.90,228.8117,35.7028,11.55,2.73,208,0.564,9941,9975,9960,9742,9991,0,0,17.867,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,625402,247.81 -14.34,203.3617,-68.3707,0,0,0,0,9892,9661,9619,10053,10319,0,0,0,0,0,4388,0,0
0,1 35.63 0.50,133.7,,,1,479942,350.01 -41.17,227.7986,19.3305,0,0,0,0,10551,10522,10496,10382,10666,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,299523,277.87 -23.35,204.9529,-38.6101,0,0,0,0,10787,10557,10499,10898,11210,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,283833,281.95 -18.23,197.9253,-35.5643,0,0,0,0,13298,13065,13001,13435,13908,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,265968,286.87 -39.12,221.1333,-27.4432,0,0,0,0,9940,9752,9704,9942,10202,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,231637,311.46 -35.53,215.0783,-8.4644,0,0,0,0,11465,11314,11262,11440,11784,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,134801,183.27 -73.27,282.17,-18.1141,0,0,0,0,14818,14804,14828,14564,15120,0,0,0,0,0,0,0,0
0,1 35.63 0.50,133.7,,,1,129703,347.53 -42.50,228.1769,17.0851,0,0,0,0,13432,13395,13368,13266,13727,0,0,0,0,0,0,0,0
207623,1 35.63 0.50,133.7,,,1,128374,317.73 -62.53,242.3925,-5.4412,11.38,2.6,179,0.485,9955,9874,9855,9777,10029,0,0,11.427,0,0,3378,0,0
105645,1 35.63 0.50,133.7,,,1,45192,305.36 17.82,160.7037,-9.395,11.88,3.12,279,0.759,10724,10537,10461,10986,11303,0,0,43.467,0,0,0,0,0
106809,1 35.63 0.50,133.7,,,1,32054,262.39 38.37,123.199,-34.7394,11.61,2.11,220,0.597,8455,8263,8206,8820,9025,0,0,21.2,0,0,0,0,0
106428,1 35.63 0.50,133.7,,,1,24101,228.19 21.39,91.6395,-62.2751,11.7,2.52,236,0.643,9567,9389,9360,9854,10110,0,0,26.4,0,0,0,0,0
202509,1 35.63 0.40,133.7,,,2,6112,230.68 -79.18,269.3544,-17.1241,11.24,1.35,158,0.429,5848,5803,5813,5615,5698,52,0,7.893,0,0,0,0,0
0,1 35.63 0.40,133.7,,,1,72939,108.76 -31.96,322.5338,20.2119,0,0,0,0,9057,9252,9323,8720,8920,0,0,0,0,0,3850,0,2935
207829,1 35.63 0.40,133.7,,,1,70297,94.07 -31.00,317.2462,31.8414,11.34,2.44,173,0.469,9774,9984,10051,9423,9657,0,0,10.28,0,0,0,0,0
206874,1 35.63 0.40,133.7,,,1,65674,16.46 -38.10,239.552,37.0929,11.52,3.09,202,0.549,10630,10690,10686,10385,10669,0,0,16.533,0,0,0,0,0
0,1 35.63 0.40,133.7,,,1,62473,345.40 -20.48,205.5984,23.5155,0,0,0,0,9241,9189,9145,9179,9401,0,0,0,0,0,0,0,0
107456,1 35.63 0.40,133.7,,,1,58657,23.90 33.06,126.0383,55.5412,11.46,2.39,192,0.521,9480,9578,9563,9528,9767,0,0,14.133,0,0,0,0,0
0,1 35.63 0.40,133.7,,,1,52902,331.52 26.80,153.8993,15.4597,0,0,0,0,6337,6242,6178,6547,6660,0,0,0,0,0,0,0,0
110763,1 35.63 0.40,133.7,,,1,51860,326.29 25.88,154.8109,10.6292,10.92,1.7,120,0.324,7144,7030,6963,7369,7512,0,0,3.413,0,0,0,0,0
108668,1 35.63 0.40,133.7,,,1,48289,314.13 27.64,152.1865,0.0746,11.29,1.87,165,0.448,7690,7541,7469,7959,8126,0,0,9,0,0,0,0,0
0,1 35.63 0.40,133.7,,,1,32768,236.95 58.40,95.5143,-24.8193,0,0,0,0,9482,9375,9343,9833,10087,0,0,0,0,0,0,0,0
0,1 35.63 0.40,133.7,,,1,28959,225.15 47.25,88.1282,-36.3919,0,0,0,0,7405,7284,7259,7739,7897,0,0,0,0,0,0,0,0
105973,1 35.63 0.17,133.7,,,1,57502,353.04 21.09,158.5587,35.4783,11.77,2.42,253,0.688,9503,9487,9440,9607,9850,0,0,32.4,0,0,0,0,0
0,1 35.62 0.54,133,,,1,90784,198.73 18.13,41.368,-52.6275,0,0,0,0,8654,8570,8578,8838,9044,0,0,0,0,0,0,0,0
200147,1 35.62 0.50,133,,,9,4305,129.53 -45.68,313.8075,0.9132,12.93,3.94,702,1.907,12388,12513,12576,12069,12451,424,497.333,692,0,0,0,0,2051
201057,1 35.62 0.50,133,,,3,9626,200.69 -65.84,281.9762,-27.6426,12.24,2.44,382,1.037,9946,9899,9917,9738,9987,177,0,111.467,171,152,0,0,0
201647,1 35.62 0.50,133,,,2,3908541,345.20 -26.95,212.189,21.3253,12.38,6.9,432,1.173,13857,13806,13766,13766,14264,262,0,161.333,0,0,0,0,0
201784,1 35.62 0.50,133,,,2,20842,261.41 -15.74,198.6549,-55.3453,12.06,4.12,326,0.885,12371,12129,12075,12533,12946,192,0,69.2,0,0,0,0,0
0,1 35.62 0.50,133,,,1,4078528,28.94 -18.81,234.4845,58.99,0,0,0,0,7512,7634,7638,7289,7430,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,3678256,286.64 -36.08,217.8504,-28.377,0,0,0,0,9350,9154,9103,9371,9603,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,3083168,42.37 -38.70,264.5011,44.7365,0,0,0,0,6905,7039,7062,6588,6703,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,3081538,247.63 17.67,129.5211,-58.7647,0,0,0,0,11041,10818,10769,11351,11689,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,3081053,238.62 -29.13,246.3613,-64.8398,0,0,0,0,10903,10707,10682,10963,11279,0,0,0,0,0,0,0,0
108846,1 35.62 0.50,133,,,1,1041838,233.74 24.48,101.1693,-58.5851,11.27,2.32,163,0.441,9066,8879,8844,9375,9606,0,0,8.573,0,0,0,0,0
0,1 35.62 0.50,133,,,1,983375,218.34 -11.64,328.5715,-79.6167,0,0,0,0,10426,10264,10255,10539,10831,0,0,0,0,0,4396,0,0
0,1 35.62 0.50,133,,,1,895503,215.39 -33.98,290.263,-60.1956,0,0,0,0,11488,11356,11358,11468,11814,0,0,0,0,0,3639,0,0
0,1 35.62 0.50,133,,,1,560216,300.67 20.17,157.5033,-13.3094,0,0,0,0,14412,14217,14141,14694,15259,0,0,0,0,0,0,0,0
104352,1 35.62 0.50,133,,,1,552811,278.88 13.52,158.5575,-35.149,12.41,5.49,445,1.208,13148,12910,12838,13445,13919,0,0,176,0,0,0,0,0
0,1 35.62 0.50,133,,,1,311398,330.23 -33.57,215.0617,7.0943,0,0,0,0,11084,10984,10938,11014,11333,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,194530,53.19 -60.36,273.1292,23.1664,0,0,0,0,9552,9648,9677,9207,9430,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,164095,46.84 -55.59,269.662,28.0862,0,0,0,0,7378,7480,7505,7039,7169,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,158643,309.03 29.10,150.0908,-4.1508,0,0,0,0,10663,10502,10430,10951,11266,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,156800,274.81 49.12,121.0639,-20.8975,0,0,0,0,10943,10785,10729,11311,11647,0,0,0,0,0,0,0,0
0,1 35.62 0.50,133,,,1,155502,263.03 35.14,126.46,-36.659,0,0,0,0,11057,10856,10798,11418,11761,0,0,0,0,0,0,0,0
205039,1 35.62 0.50,133,,,1,16497,288.37 -32.86,213.9443,-27.6784,11.97,5.6,301,0.817,13421,13220,13166,13460,13935,0,0,54.533,0,0,0,0,0
206019,1 35.62 0.50,133,,,1,16311,260.73 -38.69,232.0037,-45.7875,11.7,3.73,237,0.644,11956,11757,11720,11975,12352,0,0,26.667,0,0,0,0,0
204666,1 35.62 0.50,133,,,1,5812,278.10 -71.53,255.0807,-17.681,12.11,7.07,341,0.925,14396,14311,14303,14209,14738,0,0,78.933,0,0,0,0,0
100543,1 35.62 0.40,133,,,4,54224,11.38 52.63,115.8646,35.1457,12.14,2.73,349,0.948,10119,10162,10136,10295,10573,481,0,85.067,0,0,0,0,0
0,1 35.62 0.40,133,,,1,164152,69.09 -46.68,287.7454,33.5981,0,0,0,0,11302,11460,11505,10937,11251,0,0,0,0,0,0,0,0
0,1 35.62 0.40,133,,,1,68190,73.26 -34.05,299.5294,42.785,0,0,0,0,10732,10930,10982,10376,10659,0,0,0,0,0,0,0,0
207267,1 35.62 0.40,133,,,1,64525,23.30 -28.59,237.5799,48.086,11.44,2.14,188,0.511,8516,8609,8609,8278,8459,0,0,13.333,0,0,0,0,0
108472,1 35.62 0.40,133,,,1,48777,99.64 66.69,70.5478,19.9859,11.3,2.03,166,0.452,8421,8525,8539,8581,8775,0,0,9.187,0,0,0,0,0
106537,1 35.62 0.40,133,,,1,20389,193.91 14.79,32.7292,-50.6821,11.65,2.6,227,0.616,9884,9817,9833,10035,10300,0,0,23.333,0,0,0,0,0
0,1 35.62 0.20,133,,,1,30737,137.42 41.41,41.2422,4.1408,0,0,0,0,10493,10619,10663,10565,10859,0,0,0,0,0,0,0,0
206415,1 35.62 0.17,133,,,1,70600,98.23 -27.74,322.6383,30.2638,11.62,2.36,221,0.6,9575,9790,9860,9234,9459,0,0,21.6,0,0,0,0,0
106176,1 35.62 0.17,133,,,1,56443,33.70 47.24,103.7225,47.4392,11.72,2.46,241,0.653,9640,9746,9739,9736,9986,0,0,27.867,1104,0,0,0,0
200286,1 35.61 0.50,132.4,,,6,66486,336.17 -41.29,223.8179,9.669,13.65,19.19,1266,3.437,16955,16881,16846,16829,17576,1098,5293.333,4053.333,0,0,3168,0,0
201409,1 35.61 0.50,132.4,,,2,3081331,244.35 -15.02,208.9357,-71.1996,12.79,10.56,621,1.685,15773,15548,15510,15926,16594,993,0,477.333,0,0,0,0,0
101460,1 35.61 0.50,132.4,,,2,922226,295.36 47.92,129.0697,-9.6644,12.43,4.39,453,1.229,12208,12065,12003,12555,12969,525,0,185.333,0,0,0,0,0
202366,1 35.61 0.50,132.4,,,2,170021,152.70 -64.73,294.9206,-12.2242,12.18,4.13,362,0.984,12574,12612,12653,12285,12681,69,0,95.067,0,0,3187,0,0
106893,1 35.61 0.50,132.4,,,1,4683955,312.16 13.92,165.5625,-3.5065,11.6,2.63,217,0.591,9831,9659,9584,10058,10324,0,0,20.533,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,4682772,303.53 -16.18,195.1021,-15.009,0,0,0,0,12710,12513,12445,12816,13247,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,3082647,353.67 21.34,158.1474,36.0284,0,0,0,0,9492,9479,9432,9595,9837,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,3081316,271.31 -24.21,207.9171,-44.2535,0,0,0,0,11845,11613,11559,11955,12330,0,0,0,0,0,3857,0,0
0,1 35.61 0.50,132.4,,,1,1105905,43.95 -24.45,263.934,59.0546,0,0,0,0,11338,11501,11525,11052,11373,0,0,0,0,0,0,0,0
207877,1 35.61 0.50,132.4,,,1,992999,35.03 -24.74,249.2993,56.6925,11.33,2.08,171,0.465,8353,8489,8502,8090,8263,0,0,10.013,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,987595,186.93 -56.86,294.2695,-30.3809,0,0,0,0,10100,10071,10100,9898,10156,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,949971,209.96 -34.28,297.5961,-57.7388,0,0,0,0,11373,11257,11265,11336,11674,0,0,0,0,0,3646,0,0
0,1 35.61 0.50,132.4,,,1,941737,253.26 33.56,119.9326,-43.1721,0,0,0,0,15297,15098,15046,15652,16293,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,867350,22.90 -22.44,230.9578,52.5723,0,0,0,0,8131,8228,8226,7916,8081,0,0,0,0,0,4223,0,0
0,1 35.61 0.50,132.4,,,1,760479,231.02 -27.31,261.0316,-68.7205,0,0,0,0,11688,11505,11487,11745,12107,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,370358,269.62 -22.79,206.5654,-46.1329,0,0,0,0,9600,9366,9311,9719,9968,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,362668,283.03 -52.59,236.2842,-25.3483,0,0,0,0,15329,15176,15144,15251,15860,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,352436,272.57 -21.34,203.6506,-43.8241,0,0,0,0,10424,10188,10131,10551,10844,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,322128,330.38 -21.77,203.4069,9.6148,0,0,0,0,11140,11031,10976,11130,11455,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,228432,313.96 -26.55,206.1469,-5.8627,0,0,0,0,8647,8489,8430,8666,8864,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,195176,77.53 -54.02,288.9367,24.5655,0,0,0,0,8322,8462,8507,7954,8121,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,182703,270.61 50.94,117.6966,-21.7603,0,0,0,0,9210,9058,9004,9580,9821,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,153313,239.34 21.24,112.7842,-60.0412,0,0,0,0,7000,6796,6755,7309,7450,0,0,0,0,0,0,0,0
0,1 35.61 0.50,132.4,,,1,150561,265.18 -13.98,194.6705,-52.053,0,0,0,0,11902,11657,11600,12075,12458,0,0,0,0,0,0,0,0
108736,1 35.61 0.50,132.4,,,1,90082,236.48 11.75,116.5167,-69.5252,11.27,1.49,162,0.441,6167,5958,5921,6438,6547,0,0,8.56,0,0,0,0,0
205531,1 35.61 0.50,132.4,,,1,67322,351.90 -49.04,235.695,16.8287,11.81,2.52,262,0.711,9764,9743,9724,9561,9802,0,0,35.733,0,0,3569,0,0
105246,1 35.61 0.50,132.4,,,1,24719,245.06 14.44,129.0629,-62.8209,12.03,4.24,316,0.859,12210,11987,11940,12505,12915,0,0,63.067,0,0,0,0,0
205688,1 35.61 0.50,132.4,,,1,17638,225.14 -24.16,276.6065,-72.0368,11.78,3.27,255,0.691,11586,11414,11401,11648,12004,0,0,32.933,0,0,0,0,0
204587,1 35.61 0.50,132.4,,,1,8337,274.41 -62.34,248.5389,-24.1321,12.14,7.15,350,0.949,14229,14107,14088,14097,14617,0,0,85.467,0,0,0,0,0
201136,1 35.61 0.40,132.4,,,3,65471,346.58 -39.06,224.5879,17.8906,11.97,2.52,301,0.817,9526,9484,9454,9376,9607,139,0,54.533,0,0,3775,0,0
0,1 35.61 0.40,132.4,,,1,72888,105.29 -41.44,312.1576,18.8345,0,0,0,0,7894,8069,8134,7538,7688,0,0,0,0,0,0,0,0
106877,1 35.61 0.40,132.4,,,1,58403,32.71 38.28,110.466,55.3884,11.57,2.66,211,0.573,10131,10249,10243,10182,10454,0,0,18.8,0,0,0,0,0
0,1 35.61 0.40,132.4,,,1,57287,57.37 47.44,79.8935,48.0004,0,0,0,0,9067,9219,9232,9122,9341,0,0,0,0,0,0,0,0
0,1 35.61 0.40,132.4,,,1,46032,325.51 75.37,104.6339,8.1662,0,0,0,0,7714,7687,7655,8012,8181,0,0,0,0,0,0,0,0
109608,1 35.61 0.40,132.4,,,1,39494,291.98 43.69,132.1943,-13.4212,11.15,2.08,146,0.397,8305,8145,8080,8654,8852,0,0,6.253,0,0,0,0,0
106729,1 35.61 0.40,132.4,,,1,38275,267.30 70.24,102.7122,-8.8615,11.63,2.77,223,0.607,10018,9940,9904,10362,10644,0,0,22.267,0,0,0,0,0
0,1 35.61 0.40,132.4,,,1,17902,242.26 -27.74,238.306,-64.3403,0,0,0,0,7693,7488,7459,7767,7926,0,0,0,0,0,0,0,0
208790,1 35.61 0.40,132.4,,,1,8119,291.11 -49.41,231.1008,-21.6953,11.17,1.9,149,0.404,8078,7923,7886,8011,8180,0,0,6.547,0,0,0,0,0
207709,1 35.61 0.31,132.4,,,1,16615,221.36 -32.88,281.1104,-62.859,11.36,2.31,176,0.477,9734,9584,9579,9736,9985,0,0,10.84,0,0,0,0,0
